cas_znamka	rok	mesiac	den	den_v_tyzdni
2013-10-19 17:54:27.158239	2013	10	19	Sobota
2013-10-20 17:54:27.158239	2013	10	20	Nedela
2013-10-21 17:54:27.158239	2013	10	21	Pondelok
2013-10-22 17:54:27.158239	2013	10	22	Utorok
2013-10-23 17:54:27.158239	2013	10	23	Streda
2013-10-24 17:54:27.158239	2013	10	24	Stvrtok
2013-10-25 17:54:27.158239	2013	10	25	Piatok
2013-10-26 17:54:27.158239	2013	10	26	Sobota
2013-10-27 17:54:27.158239	2013	10	27	Nedela
2013-10-28 17:54:27.158239	2013	10	28	Pondelok
2013-10-29 17:54:27.158239	2013	10	29	Utorok
2013-10-30 17:54:27.158239	2013	10	30	Streda
2013-10-31 17:54:27.158239	2013	10	31	Stvrtok
2013-11-01 17:54:27.158239	2013	11	1	Piatok
2013-11-02 17:54:27.158239	2013	11	2	Sobota
2013-11-03 17:54:27.158239	2013	11	3	Nedela
2013-11-04 17:54:27.158239	2013	11	4	Pondelok
2013-11-05 17:54:27.158239	2013	11	5	Utorok
2013-11-06 17:54:27.158239	2013	11	6	Streda
2013-11-07 17:54:27.158239	2013	11	7	Stvrtok
2013-11-08 17:54:27.158239	2013	11	8	Piatok
2013-11-09 17:54:27.158239	2013	11	9	Sobota
2013-11-10 17:54:27.158239	2013	11	10	Nedela
2013-11-11 17:54:27.158239	2013	11	11	Pondelok
2013-11-12 17:54:27.158239	2013	11	12	Utorok
2013-11-13 17:54:27.158239	2013	11	13	Streda
2013-11-14 17:54:27.158239	2013	11	14	Stvrtok
2013-11-15 17:54:27.158239	2013	11	15	Piatok
2013-11-16 17:54:27.158239	2013	11	16	Sobota
2013-11-17 17:54:27.158239	2013	11	17	Nedela
2013-11-18 17:54:27.158239	2013	11	18	Pondelok
2013-11-19 17:54:27.158239	2013	11	19	Utorok
2013-11-20 17:54:27.158239	2013	11	20	Streda
2013-11-21 17:54:27.158239	2013	11	21	Stvrtok
2013-11-22 17:54:27.158239	2013	11	22	Piatok
2013-11-23 17:54:27.158239	2013	11	23	Sobota
2013-11-24 17:54:27.158239	2013	11	24	Nedela
2013-11-25 17:54:27.158239	2013	11	25	Pondelok
2013-11-26 17:54:27.158239	2013	11	26	Utorok
2013-11-27 17:54:27.158239	2013	11	27	Streda
2013-11-28 17:54:27.158239	2013	11	28	Stvrtok
2013-11-29 17:54:27.158239	2013	11	29	Piatok
2013-11-30 17:54:27.158239	2013	11	30	Sobota
2013-12-01 17:54:27.158239	2013	12	1	Nedela
2013-12-02 17:54:27.158239	2013	12	2	Pondelok
2013-12-03 17:54:27.158239	2013	12	3	Utorok
2013-12-04 17:54:27.158239	2013	12	4	Streda
2013-12-05 17:54:27.158239	2013	12	5	Stvrtok
2013-12-06 17:54:27.158239	2013	12	6	Piatok
2013-12-07 17:54:27.158239	2013	12	7	Sobota
2013-12-08 17:54:27.158239	2013	12	8	Nedela
2013-12-09 17:54:27.158239	2013	12	9	Pondelok
2013-12-10 17:54:27.158239	2013	12	10	Utorok
2013-12-11 17:54:27.158239	2013	12	11	Streda
2013-12-12 17:54:27.158239	2013	12	12	Stvrtok
2013-12-13 17:54:27.158239	2013	12	13	Piatok
2013-12-14 17:54:27.158239	2013	12	14	Sobota
2013-12-15 17:54:27.158239	2013	12	15	Nedela
2013-12-16 17:54:27.158239	2013	12	16	Pondelok
2013-12-17 17:54:27.158239	2013	12	17	Utorok
2013-12-18 17:54:27.158239	2013	12	18	Streda
2013-12-19 17:54:27.158239	2013	12	19	Stvrtok
2013-12-20 17:54:27.158239	2013	12	20	Piatok
2013-12-21 17:54:27.158239	2013	12	21	Sobota
2013-12-22 17:54:27.158239	2013	12	22	Nedela
2013-12-23 17:54:27.158239	2013	12	23	Pondelok
2013-12-24 17:54:27.158239	2013	12	24	Utorok
2013-12-25 17:54:27.158239	2013	12	25	Streda
2013-12-26 17:54:27.158239	2013	12	26	Stvrtok
2013-12-27 17:54:27.158239	2013	12	27	Piatok
2013-12-28 17:54:27.158239	2013	12	28	Sobota
2013-12-29 17:54:27.158239	2013	12	29	Nedela
2013-12-30 17:54:27.158239	2013	12	30	Pondelok
2013-12-31 17:54:27.158239	2013	12	31	Utorok
2014-01-01 17:54:27.158239	2014	1	1	Streda
2014-01-02 17:54:27.158239	2014	1	2	Stvrtok
2014-01-03 17:54:27.158239	2014	1	3	Piatok
2014-01-04 17:54:27.158239	2014	1	4	Sobota
2014-01-05 17:54:27.158239	2014	1	5	Nedela
2014-01-06 17:54:27.158239	2014	1	6	Pondelok
2014-01-07 17:54:27.158239	2014	1	7	Utorok
2014-01-08 17:54:27.158239	2014	1	8	Streda
2014-01-09 17:54:27.158239	2014	1	9	Stvrtok
2014-01-10 17:54:27.158239	2014	1	10	Piatok
2014-01-11 17:54:27.158239	2014	1	11	Sobota
2014-01-12 17:54:27.158239	2014	1	12	Nedela
2014-01-13 17:54:27.158239	2014	1	13	Pondelok
2014-01-14 17:54:27.158239	2014	1	14	Utorok
2014-01-15 17:54:27.158239	2014	1	15	Streda
2014-01-16 17:54:27.158239	2014	1	16	Stvrtok
2014-01-17 17:54:27.158239	2014	1	17	Piatok
2014-01-18 17:54:27.158239	2014	1	18	Sobota
2014-01-19 17:54:27.158239	2014	1	19	Nedela
2014-01-20 17:54:27.158239	2014	1	20	Pondelok
2014-01-21 17:54:27.158239	2014	1	21	Utorok
2014-01-22 17:54:27.158239	2014	1	22	Streda
2014-01-23 17:54:27.158239	2014	1	23	Stvrtok
2014-01-24 17:54:27.158239	2014	1	24	Piatok
2014-01-25 17:54:27.158239	2014	1	25	Sobota
2014-01-26 17:54:27.158239	2014	1	26	Nedela
2014-01-27 17:54:27.158239	2014	1	27	Pondelok
2014-01-28 17:54:27.158239	2014	1	28	Utorok
2014-01-29 17:54:27.158239	2014	1	29	Streda
2014-01-30 17:54:27.158239	2014	1	30	Stvrtok
2014-01-31 17:54:27.158239	2014	1	31	Piatok
2014-02-01 17:54:27.158239	2014	2	1	Sobota
2014-02-02 17:54:27.158239	2014	2	2	Nedela
2014-02-03 17:54:27.158239	2014	2	3	Pondelok
2014-02-04 17:54:27.158239	2014	2	4	Utorok
2014-02-05 17:54:27.158239	2014	2	5	Streda
2014-02-06 17:54:27.158239	2014	2	6	Stvrtok
2014-02-07 17:54:27.158239	2014	2	7	Piatok
2014-02-08 17:54:27.158239	2014	2	8	Sobota
2014-02-09 17:54:27.158239	2014	2	9	Nedela
2014-02-10 17:54:27.158239	2014	2	10	Pondelok
2014-02-11 17:54:27.158239	2014	2	11	Utorok
2014-02-12 17:54:27.158239	2014	2	12	Streda
2014-02-13 17:54:27.158239	2014	2	13	Stvrtok
2014-02-14 17:54:27.158239	2014	2	14	Piatok
2014-02-15 17:54:27.158239	2014	2	15	Sobota
2014-02-16 17:54:27.158239	2014	2	16	Nedela
2014-02-17 17:54:27.158239	2014	2	17	Pondelok
2014-02-18 17:54:27.158239	2014	2	18	Utorok
2014-02-19 17:54:27.158239	2014	2	19	Streda
2014-02-20 17:54:27.158239	2014	2	20	Stvrtok
2014-02-21 17:54:27.158239	2014	2	21	Piatok
2014-02-22 17:54:27.158239	2014	2	22	Sobota
2014-02-23 17:54:27.158239	2014	2	23	Nedela
2014-02-24 17:54:27.158239	2014	2	24	Pondelok
2014-02-25 17:54:27.158239	2014	2	25	Utorok
2014-02-26 17:54:27.158239	2014	2	26	Streda
2014-02-27 17:54:27.158239	2014	2	27	Stvrtok
2014-02-28 17:54:27.158239	2014	2	28	Piatok
2014-03-01 17:54:27.158239	2014	3	1	Sobota
2014-03-02 17:54:27.158239	2014	3	2	Nedela
2014-03-03 17:54:27.158239	2014	3	3	Pondelok
2014-03-04 17:54:27.158239	2014	3	4	Utorok
2014-03-05 17:54:27.158239	2014	3	5	Streda
2014-03-06 17:54:27.158239	2014	3	6	Stvrtok
2014-03-07 17:54:27.158239	2014	3	7	Piatok
2014-03-08 17:54:27.158239	2014	3	8	Sobota
2014-03-09 17:54:27.158239	2014	3	9	Nedela
2014-03-10 17:54:27.158239	2014	3	10	Pondelok
2014-03-11 17:54:27.158239	2014	3	11	Utorok
2014-03-12 17:54:27.158239	2014	3	12	Streda
2014-03-13 17:54:27.158239	2014	3	13	Stvrtok
2014-03-14 17:54:27.158239	2014	3	14	Piatok
2014-03-15 17:54:27.158239	2014	3	15	Sobota
2014-03-16 17:54:27.158239	2014	3	16	Nedela
2014-03-17 17:54:27.158239	2014	3	17	Pondelok
2014-03-18 17:54:27.158239	2014	3	18	Utorok
2014-03-19 17:54:27.158239	2014	3	19	Streda
2014-03-20 17:54:27.158239	2014	3	20	Stvrtok
2014-03-21 17:54:27.158239	2014	3	21	Piatok
2014-03-22 17:54:27.158239	2014	3	22	Sobota
2014-03-23 17:54:27.158239	2014	3	23	Nedela
2014-03-24 17:54:27.158239	2014	3	24	Pondelok
2014-03-25 17:54:27.158239	2014	3	25	Utorok
2014-03-26 17:54:27.158239	2014	3	26	Streda
2014-03-27 17:54:27.158239	2014	3	27	Stvrtok
2014-03-28 17:54:27.158239	2014	3	28	Piatok
2014-03-29 17:54:27.158239	2014	3	29	Sobota
2014-03-30 17:54:27.158239	2014	3	30	Nedela
2014-03-31 17:54:27.158239	2014	3	31	Pondelok
2014-04-01 17:54:27.158239	2014	4	1	Utorok
2014-04-02 17:54:27.158239	2014	4	2	Streda
2014-04-03 17:54:27.158239	2014	4	3	Stvrtok
2014-04-04 17:54:27.158239	2014	4	4	Piatok
2014-04-05 17:54:27.158239	2014	4	5	Sobota
2014-04-06 17:54:27.158239	2014	4	6	Nedela
2014-04-07 17:54:27.158239	2014	4	7	Pondelok
2014-04-08 17:54:27.158239	2014	4	8	Utorok
2014-04-09 17:54:27.158239	2014	4	9	Streda
2014-04-10 17:54:27.158239	2014	4	10	Stvrtok
2014-04-11 17:54:27.158239	2014	4	11	Piatok
2014-04-12 17:54:27.158239	2014	4	12	Sobota
2014-04-13 17:54:27.158239	2014	4	13	Nedela
2014-04-14 17:54:27.158239	2014	4	14	Pondelok
2014-04-15 17:54:27.158239	2014	4	15	Utorok
2014-04-16 17:54:27.158239	2014	4	16	Streda
2014-04-17 17:54:27.158239	2014	4	17	Stvrtok
2014-04-18 17:54:27.158239	2014	4	18	Piatok
2014-04-19 17:54:27.158239	2014	4	19	Sobota
2014-04-20 17:54:27.158239	2014	4	20	Nedela
2014-04-21 17:54:27.158239	2014	4	21	Pondelok
2014-04-22 17:54:27.158239	2014	4	22	Utorok
2014-04-23 17:54:27.158239	2014	4	23	Streda
2014-04-24 17:54:27.158239	2014	4	24	Stvrtok
2014-04-25 17:54:27.158239	2014	4	25	Piatok
2014-04-26 17:54:27.158239	2014	4	26	Sobota
2014-04-27 17:54:27.158239	2014	4	27	Nedela
2014-04-28 17:54:27.158239	2014	4	28	Pondelok
2014-04-29 17:54:27.158239	2014	4	29	Utorok
2014-04-30 17:54:27.158239	2014	4	30	Streda
2014-05-01 17:54:27.158239	2014	5	1	Stvrtok
2014-05-02 17:54:27.158239	2014	5	2	Piatok
2014-05-03 17:54:27.158239	2014	5	3	Sobota
2014-05-04 17:54:27.158239	2014	5	4	Nedela
2014-05-05 17:54:27.158239	2014	5	5	Pondelok
2014-05-06 17:54:27.158239	2014	5	6	Utorok
2014-05-07 17:54:27.158239	2014	5	7	Streda
2014-05-08 17:54:27.158239	2014	5	8	Stvrtok
2014-05-09 17:54:27.158239	2014	5	9	Piatok
2014-05-10 17:54:27.158239	2014	5	10	Sobota
2014-05-11 17:54:27.158239	2014	5	11	Nedela
2014-05-12 17:54:27.158239	2014	5	12	Pondelok
2014-05-13 17:54:27.158239	2014	5	13	Utorok
2014-05-14 17:54:27.158239	2014	5	14	Streda
2014-05-15 17:54:27.158239	2014	5	15	Stvrtok
2014-05-16 17:54:27.158239	2014	5	16	Piatok
2014-05-17 17:54:27.158239	2014	5	17	Sobota
2014-05-18 17:54:27.158239	2014	5	18	Nedela
2014-05-19 17:54:27.158239	2014	5	19	Pondelok
